Name,GEO_ID,Percent high school graduate or higher,Percent bachelor's degree or higher,State,County,Tract
"Census Tract 9106.06, Los Angeles County, California",1400000US06037910606,72.4,7.5,6.0,37.0,910606.0
"Census Tract 9107.11, Los Angeles County, California",1400000US06037910711,66.9,10.0,6.0,37.0,910711.0
"Census Tract 9107.12, Los Angeles County, California",1400000US06037910712,73.0,9.7,6.0,37.0,910712.0
"Census Tract 198.03, San Diego County, California",1400000US06073019803,94.0,41.6,6.0,73.0,19803.0
"Census Tract 199.03, San Diego County, California",1400000US06073019903,78.8,19.6,6.0,73.0,19903.0
"Census Tract 1102, Santa Cruz County, California",1400000US06087110200,57.4,9.6,6.0,87.0,110200.0
"Census Tract 118.03, Imperial County, California",1400000US06025011803,84.6,33.6,6.0,25.0,11803.0
"Census Tract 123.02, Imperial County, California",1400000US06025012302,64.8,7.2,6.0,25.0,12302.0
"Census Tract 114, Imperial County, California",1400000US06025011400,46.1,9.3,6.0,25.0,11400.0
"Census Tract 123.01, Imperial County, California",1400000US06025012301,61.3,3.9,6.0,25.0,12301.0
"Census Tract 108, Imperial County, California",1400000US06025010800,68.1,10.3,6.0,25.0,10800.0
"Census Tract 118.02, Imperial County, California",1400000US06025011802,78.1,19.8,6.0,25.0,11802.0
"Census Tract 118.01, Imperial County, California",1400000US06025011801,92.7,32.1,6.0,25.0,11801.0
"Census Tract 119, Imperial County, California",1400000US06025011900,62.6,16.1,6.0,25.0,11900.0
"Census Tract 122, Imperial County, California",1400000US06025012200,53.8,9.7,6.0,25.0,12200.0
"Census Tract 2, Mono County, California",1400000US06051000200,78.4,32.7,6.0,51.0,200.0
"Census Tract 2, San Benito County, California",1400000US06069000200,87.8,23.7,6.0,69.0,200.0
"Census Tract 6, San Benito County, California",1400000US06069000600,83.0,21.0,6.0,69.0,600.0
"Census Tract 1, San Benito County, California",1400000US06069000100,81.2,15.5,6.0,69.0,100.0
"Census Tract 4, San Benito County, California",1400000US06069000400,61.3,13.3,6.0,69.0,400.0
"Census Tract 3, San Benito County, California",1400000US06069000300,49.3,5.5,6.0,69.0,300.0
"Census Tract 74.02, Sacramento County, California",1400000US06067007402,82.7,9.7,6.0,67.0,7402.0
"Census Tract 74.06, Sacramento County, California",1400000US06067007406,80.5,9.4,6.0,67.0,7406.0
"Census Tract 78.02, Sacramento County, California",1400000US06067007802,92.8,36.6,6.0,67.0,7802.0
"Census Tract 89.11, Sacramento County, California",1400000US06067008911,77.7,15.7,6.0,67.0,8911.0
"Census Tract 91.05, Sacramento County, California",1400000US06067009105,93.1,24.3,6.0,67.0,9105.0
"Census Tract 95.04, Sacramento County, California",1400000US06067009504,76.5,7.9,6.0,67.0,9504.0
"Census Tract 96.16, Sacramento County, California",1400000US06067009616,92.7,27.8,6.0,67.0,9616.0
"Census Tract 70.01, Sacramento County, California",1400000US06067007001,61.0,7.5,6.0,67.0,7001.0
"Census Tract 76.02, Sacramento County, California",1400000US06067007602,90.7,29.8,6.0,67.0,7602.0
"Census Tract 91.08, Sacramento County, California",1400000US06067009108,90.5,29.0,6.0,67.0,9108.0
"Census Tract 82.07, Sacramento County, California",1400000US06067008207,93.2,31.9,6.0,67.0,8207.0
"Census Tract 89.09, Sacramento County, California",1400000US06067008909,89.1,27.4,6.0,67.0,8909.0
"Census Tract 96.09, Sacramento County, California",1400000US06067009609,80.6,19.3,6.0,67.0,9609.0
"Census Tract 93.23, Sacramento County, California",1400000US06067009323,94.2,33.3,6.0,67.0,9323.0
"Census Tract 81.31, Sacramento County, California",1400000US06067008131,87.8,15.9,6.0,67.0,8131.0
"Census Tract 91.09, Sacramento County, California",1400000US06067009109,93.6,21.5,6.0,67.0,9109.0
"Census Tract 98, Sacramento County, California",1400000US06067009800,81.8,12.4,6.0,67.0,9800.0
"Census Tract 50.01, Sacramento County, California",1400000US06067005001,67.0,8.0,6.0,67.0,5001.0
"Census Tract 70.13, Sacramento County, California",1400000US06067007013,81.7,24.5,6.0,67.0,7013.0
"Census Tract 81.29, Sacramento County, California",1400000US06067008129,80.3,8.5,6.0,67.0,8129.0
"Census Tract 82.04, Sacramento County, California",1400000US06067008204,91.6,28.0,6.0,67.0,8204.0
"Census Tract 28, Sacramento County, California",1400000US06067002800,66.3,9.2,6.0,67.0,2800.0
"Census Tract 117.01, Shasta County, California",1400000US06089011701,94.5,12.7,6.0,89.0,11701.0
"Census Tract 117.03, Shasta County, California",1400000US06089011703,77.3,7.0,6.0,89.0,11703.0
"Census Tract 118.01, Shasta County, California",1400000US06089011801,84.8,14.4,6.0,89.0,11801.0
"Census Tract 118.02, Shasta County, California",1400000US06089011802,90.1,17.5,6.0,89.0,11802.0
"Census Tract 118.03, Shasta County, California",1400000US06089011803,93.6,15.5,6.0,89.0,11803.0
"Census Tract 85.10, Sacramento County, California",1400000US06067008510,98.5,57.5,6.0,67.0,8510.0
"Census Tract 85.12, Sacramento County, California",1400000US06067008512,98.9,69.1,6.0,67.0,8512.0
"Census Tract 85.13, Sacramento County, California",1400000US06067008513,98.1,66.3,6.0,67.0,8513.0
"Census Tract 87.03, Sacramento County, California",1400000US06067008703,97.2,55.6,6.0,67.0,8703.0
"Census Tract 87.04, Sacramento County, California",1400000US06067008704,90.9,60.3,6.0,67.0,8704.0
"Census Tract 87.05, Sacramento County, California",1400000US06067008705,97.9,50.6,6.0,67.0,8705.0
"Census Tract 88.01, Sacramento County, California",1400000US06067008801,91.4,32.7,6.0,67.0,8801.0
"Census Tract 90.10, Sacramento County, California",1400000US06067009010,91.8,34.8,6.0,67.0,9010.0
"Census Tract 90.11, Sacramento County, California",1400000US06067009011,93.5,43.7,6.0,67.0,9011.0
"Census Tract 92.01, Sacramento County, California",1400000US06067009201,79.6,15.7,6.0,67.0,9201.0
"Census Tract 93.24, Sacramento County, California",1400000US06067009324,95.9,45.6,6.0,67.0,9324.0
"Census Tract 93.25, Sacramento County, California",1400000US06067009325,98.0,51.1,6.0,67.0,9325.0
"Census Tract 93.26, Sacramento County, California",1400000US06067009326,96.1,36.3,6.0,67.0,9326.0
"Census Tract 93.28, Sacramento County, California",1400000US06067009328,95.3,43.9,6.0,67.0,9328.0
"Census Tract 93.29, Sacramento County, California",1400000US06067009329,81.9,15.1,6.0,67.0,9329.0
"Census Tract 93.30, Sacramento County, California",1400000US06067009330,83.9,32.0,6.0,67.0,9330.0
"Census Tract 93.31, Sacramento County, California",1400000US06067009331,88.6,40.0,6.0,67.0,9331.0
"Census Tract 93.32, Sacramento County, California",1400000US06067009332,94.6,33.2,6.0,67.0,9332.0
"Census Tract 94.07, Sacramento County, California",1400000US06067009407,81.9,17.0,6.0,67.0,9407.0
"Census Tract 94.08, Sacramento County, California",1400000US06067009408,91.6,20.7,6.0,67.0,9408.0
"Census Tract 96.22, Sacramento County, California",1400000US06067009622,93.5,48.5,6.0,67.0,9622.0
"Census Tract 96.30, Sacramento County, California",1400000US06067009630,88.0,40.3,6.0,67.0,9630.0
"Census Tract 96.32, Sacramento County, California",1400000US06067009632,93.3,41.7,6.0,67.0,9632.0
"Census Tract 96.33, Sacramento County, California",1400000US06067009633,78.2,15.6,6.0,67.0,9633.0
"Census Tract 96.34, Sacramento County, California",1400000US06067009634,73.8,6.3,6.0,67.0,9634.0
"Census Tract 96.35, Sacramento County, California",1400000US06067009635,94.4,52.6,6.0,67.0,9635.0
"Census Tract 96.36, Sacramento County, California",1400000US06067009636,89.1,32.6,6.0,67.0,9636.0
"Census Tract 96.37, Sacramento County, California",1400000US06067009637,95.0,50.8,6.0,67.0,9637.0
"Census Tract 96.38, Sacramento County, California",1400000US06067009638,68.3,17.3,6.0,67.0,9638.0
"Census Tract 96.39, Sacramento County, California",1400000US06067009639,80.6,18.6,6.0,67.0,9639.0
"Census Tract 99, Sacramento County, California",1400000US06067009900,78.7,17.7,6.0,67.0,9900.0
"Census Tract 6100, San Mateo County, California",1400000US06081610000,94.1,50.4,6.0,81.0,610000.0
"Census Tract 6105, San Mateo County, California",1400000US06081610500,59.1,9.8,6.0,81.0,610500.0
"Census Tract 6106.01, San Mateo County, California",1400000US06081610601,49.6,13.8,6.0,81.0,610601.0
"Census Tract 6110, San Mateo County, California",1400000US06081611000,89.2,42.5,6.0,81.0,611000.0
"Census Tract 6112, San Mateo County, California",1400000US06081611200,96.1,56.4,6.0,81.0,611200.0
"Census Tract 6113, San Mateo County, California",1400000US06081611300,94.8,52.8,6.0,81.0,611300.0
"Census Tract 6121, San Mateo County, California",1400000US06081612100,70.1,36.0,6.0,81.0,612100.0
"Census Tract 6006, San Mateo County, California",1400000US06081600600,74.5,29.3,6.0,81.0,600600.0
"Census Tract 1892.02, Los Angeles County, California",1400000US06037189202,95.2,64.3,6.0,37.0,189202.0
"Census Tract 1899.03, Los Angeles County, California",1400000US06037189903,96.5,50.3,6.0,37.0,189903.0
"Census Tract 1899.04, Los Angeles County, California",1400000US06037189904,97.5,61.2,6.0,37.0,189904.0
"Census Tract 1899.05, Los Angeles County, California",1400000US06037189905,95.4,53.5,6.0,37.0,189905.0
"Census Tract 1902.01, Los Angeles County, California",1400000US06037190201,69.8,25.9,6.0,37.0,190201.0
"Census Tract 1902.02, Los Angeles County, California",1400000US06037190202,91.2,46.9,6.0,37.0,190202.0
"Census Tract 1904.01, Los Angeles County, California",1400000US06037190401,85.3,44.0,6.0,37.0,190401.0
"Census Tract 1904.02, Los Angeles County, California",1400000US06037190402,83.5,34.7,6.0,37.0,190402.0
"Census Tract 1908.01, Los Angeles County, California",1400000US06037190801,73.5,28.7,6.0,37.0,190801.0
"Census Tract 116.02, Monterey County, California",1400000US06053011602,97.3,56.0,6.0,53.0,11602.0
"Census Tract 116.04, Monterey County, California",1400000US06053011604,98.2,58.3,6.0,53.0,11604.0
"Census Tract 118.01, Monterey County, California",1400000US06053011801,98.0,58.9,6.0,53.0,11801.0
"Census Tract 118.02, Monterey County, California",1400000US06053011802,95.3,62.4,6.0,53.0,11802.0
"Census Tract 125.02, Monterey County, California",1400000US06053012502,95.1,44.5,6.0,53.0,12502.0
"Census Tract 141.04, Monterey County, California",1400000US06053014104,100.0,76.0,6.0,53.0,14104.0
"Census Tract 141.05, Monterey County, California",1400000US06053014105,98.6,48.8,6.0,53.0,14105.0
"Census Tract 141.07, Monterey County, California",1400000US06053014107,91.7,40.2,6.0,53.0,14107.0
"Census Tract 142.01, Monterey County, California",1400000US06053014201,76.3,19.2,6.0,53.0,14201.0
"Census Tract 142.02, Monterey County, California",1400000US06053014202,82.0,14.0,6.0,53.0,14202.0
"Census Tract 145, Monterey County, California",1400000US06053014500,82.0,21.0,6.0,53.0,14500.0
"Census Tract 146.01, Monterey County, California",1400000US06053014601,53.5,10.9,6.0,53.0,14601.0
"Census Tract 147, Monterey County, California",1400000US06053014700,71.1,12.9,6.0,53.0,14700.0
"Census Tract 148, Monterey County, California",1400000US06053014800,62.8,10.2,6.0,53.0,14800.0
"Census Tract 9800, Monterey County, California",1400000US06053980000,78.9,26.3,6.0,53.0,980000.0
"Census Tract 27.05, Santa Barbara County, California",1400000US06083002705,65.7,11.7,6.0,83.0,2705.0
"Census Tract 30.04, Santa Barbara County, California",1400000US06083003004,87.6,42.2,6.0,83.0,3004.0
"Census Tract 2, Santa Barbara County, California",1400000US06083000200,89.7,44.1,6.0,83.0,200.0
"Census Tract 24.03, Santa Barbara County, California",1400000US06083002403,28.2,2.7,6.0,83.0,2403.0
"Census Tract 29.06, Santa Barbara County, California",1400000US06083002906,97.9,52.7,6.0,83.0,2906.0
"Census Tract 22.11, Santa Barbara County, California",1400000US06083002211,82.4,24.0,6.0,83.0,2211.0
"Census Tract 28.09, Santa Barbara County, California",1400000US06083002809,87.4,22.6,6.0,83.0,2809.0
"Census Tract 1511, Sonoma County, California",1400000US06097151100,89.3,31.5,6.0,97.0,151100.0
"Census Tract 1506.02, Sonoma County, California",1400000US06097150602,89.5,30.1,6.0,97.0,150602.0
"Census Tract 1507.01, Sonoma County, California",1400000US06097150701,92.4,46.6,6.0,97.0,150701.0
"Census Tract 1513.05, Sonoma County, California",1400000US06097151305,87.7,19.6,6.0,97.0,151305.0
"Census Tract 1513.07, Sonoma County, California",1400000US06097151307,91.8,28.5,6.0,97.0,151307.0
"Census Tract 1513.10, Sonoma County, California",1400000US06097151310,91.2,24.6,6.0,97.0,151310.0
"Census Tract 1519, Sonoma County, California",1400000US06097151900,82.3,30.9,6.0,97.0,151900.0
"Census Tract 1522.01, Sonoma County, California",1400000US06097152201,95.2,39.3,6.0,97.0,152201.0
"Census Tract 1522.02, Sonoma County, California",1400000US06097152202,88.4,37.2,6.0,97.0,152202.0
"Census Tract 1529.04, Sonoma County, California",1400000US06097152904,89.5,23.2,6.0,97.0,152904.0
"Census Tract 1530.03, Sonoma County, California",1400000US06097153003,79.2,16.3,6.0,97.0,153003.0
"Census Tract 1535.01, Sonoma County, California",1400000US06097153501,93.4,33.3,6.0,97.0,153501.0
"Census Tract 1537.03, Sonoma County, California",1400000US06097153703,92.7,28.7,6.0,97.0,153703.0
"Census Tract 626.46, Orange County, California",1400000US06059062646,93.6,30.9,6.0,59.0,62646.0
"Census Tract 632.01, Orange County, California",1400000US06059063201,95.7,36.0,6.0,59.0,63201.0
"Census Tract 636.05, Orange County, California",1400000US06059063605,61.7,17.0,6.0,59.0,63605.0
"Census Tract 637.02, Orange County, California",1400000US06059063702,73.1,24.5,6.0,59.0,63702.0
"Census Tract 639.08, Orange County, California",1400000US06059063908,86.5,36.3,6.0,59.0,63908.0
"Census Tract 741.08, Orange County, California",1400000US06059074108,41.6,4.5,6.0,59.0,74108.0
"Census Tract 166, San Francisco County, California",1400000US06075016600,96.4,71.8,6.0,75.0,16600.0
"Census Tract 179.02, San Francisco County, California",1400000US06075017902,88.7,40.4,6.0,75.0,17902.0
"Census Tract 214, San Francisco County, California",1400000US06075021400,95.9,80.6,6.0,75.0,21400.0
"Census Tract 217, San Francisco County, California",1400000US06075021700,95.4,63.3,6.0,75.0,21700.0
"Census Tract 228.02, San Francisco County, California",1400000US06075022802,81.1,36.7,6.0,75.0,22802.0
"Census Tract 229.01, San Francisco County, California",1400000US06075022901,78.4,35.0,6.0,75.0,22901.0
"Census Tract 229.02, San Francisco County, California",1400000US06075022902,83.0,43.2,6.0,75.0,22902.0
"Census Tract 229.03, San Francisco County, California",1400000US06075022903,83.4,45.2,6.0,75.0,22903.0
"Census Tract 230.03, San Francisco County, California",1400000US06075023003,77.1,25.5,6.0,75.0,23003.0
"Census Tract 264.03, San Francisco County, California",1400000US06075026403,67.8,14.6,6.0,75.0,26403.0
"Census Tract 302.01, San Francisco County, California",1400000US06075030201,89.8,57.8,6.0,75.0,30201.0
"Census Tract 303.02, San Francisco County, California",1400000US06075030302,92.5,64.9,6.0,75.0,30302.0
"Census Tract 304, San Francisco County, California",1400000US06075030400,93.6,65.9,6.0,75.0,30400.0
"Census Tract 7013.04, Los Angeles County, California",1400000US06037701304,98.3,80.0,6.0,37.0,701304.0
"Census Tract 7014.02, Los Angeles County, California",1400000US06037701402,94.9,69.6,6.0,37.0,701402.0
"Census Tract 7019.02, Los Angeles County, California",1400000US06037701902,95.0,55.8,6.0,37.0,701902.0
"Census Tract 7020.02, Los Angeles County, California",1400000US06037702002,96.7,66.2,6.0,37.0,702002.0
"Census Tract 7021.02, Los Angeles County, California",1400000US06037702102,95.8,71.1,6.0,37.0,702102.0
"Census Tract 8002.03, Los Angeles County, California",1400000US06037800203,97.7,58.0,6.0,37.0,800203.0
"Census Tract 8002.04, Los Angeles County, California",1400000US06037800204,97.1,59.6,6.0,37.0,800204.0
"Census Tract 8003.27, Los Angeles County, California",1400000US06037800327,91.9,42.6,6.0,37.0,800327.0
"Census Tract 8003.28, Los Angeles County, California",1400000US06037800328,97.9,53.3,6.0,37.0,800328.0
"Census Tract 8003.29, Los Angeles County, California",1400000US06037800329,96.6,56.6,6.0,37.0,800329.0
"Census Tract 451.14, Riverside County, California",1400000US06065045114,99.0,44.2,6.0,65.0,45114.0
"Census Tract 451.15, Riverside County, California",1400000US06065045115,99.3,45.7,6.0,65.0,45115.0
"Census Tract 451.16, Riverside County, California",1400000US06065045116,99.5,43.4,6.0,65.0,45116.0
"Census Tract 451.17, Riverside County, California",1400000US06065045117,91.2,39.7,6.0,65.0,45117.0
"Census Tract 451.20, Riverside County, California",1400000US06065045120,84.7,20.5,6.0,65.0,45120.0
"Census Tract 451.18, Riverside County, California",1400000US06065045118,83.9,33.8,6.0,65.0,45118.0
"Census Tract 451.19, Riverside County, California",1400000US06065045119,90.4,16.1,6.0,65.0,45119.0
"Census Tract 104.03, San Luis Obispo County, California",1400000US06079010403,92.4,47.4,6.0,79.0,10403.0
"Census Tract 104.04, San Luis Obispo County, California",1400000US06079010404,88.5,43.9,6.0,79.0,10404.0
"Census Tract 105.04, San Luis Obispo County, California",1400000US06079010504,92.3,39.5,6.0,79.0,10504.0
"Census Tract 106.02, San Luis Obispo County, California",1400000US06079010602,89.3,34.0,6.0,79.0,10602.0
"Census Tract 106.03, San Luis Obispo County, California",1400000US06079010603,87.1,31.1,6.0,79.0,10603.0
"Census Tract 107.07, San Luis Obispo County, California",1400000US06079010707,94.9,40.5,6.0,79.0,10707.0
"Census Tract 110.01, San Luis Obispo County, California",1400000US06079011001,94.2,43.3,6.0,79.0,11001.0
"Census Tract 8, Tehama County, California",1400000US06103000800,77.0,10.8,6.0,103.0,800.0
"Census Tract 994.02, Orange County, California",1400000US06059099402,53.3,12.2,6.0,59.0,99402.0
"Census Tract 994.07, Orange County, California",1400000US06059099407,93.1,32.0,6.0,59.0,99407.0
"Census Tract 996.02, Orange County, California",1400000US06059099602,90.1,27.2,6.0,59.0,99602.0
"Census Tract 997.01, Orange County, California",1400000US06059099701,63.7,19.1,6.0,59.0,99701.0
"Census Tract 998.03, Orange County, California",1400000US06059099803,68.3,17.9,6.0,59.0,99803.0
"Census Tract 999.06, Orange County, California",1400000US06059099906,88.3,34.1,6.0,59.0,99906.0
"Census Tract 1100.04, Orange County, California",1400000US06059110004,94.9,36.8,6.0,59.0,110004.0
"Census Tract 1100.08, Orange County, California",1400000US06059110008,95.9,56.6,6.0,59.0,110008.0
"Census Tract 1100.11, Orange County, California",1400000US06059110011,96.4,42.0,6.0,59.0,110011.0
"Census Tract 1101.17, Orange County, California",1400000US06059110117,97.5,47.6,6.0,59.0,110117.0
"Census Tract 1101.18, Orange County, California",1400000US06059110118,97.6,69.3,6.0,59.0,110118.0
"Census Tract 1102.02, Orange County, California",1400000US06059110202,82.3,29.8,6.0,59.0,110202.0
"Census Tract 1103.01, Orange County, California",1400000US06059110301,90.1,25.1,6.0,59.0,110301.0
"Census Tract 1103.03, Orange County, California",1400000US06059110303,93.0,26.6,6.0,59.0,110303.0
"Census Tract 1104.01, Orange County, California",1400000US06059110401,87.9,29.6,6.0,59.0,110401.0
"Census Tract 1100.15, Orange County, California",1400000US06059110015,94.9,45.7,6.0,59.0,110015.0
"Census Tract 995.12, Orange County, California",1400000US06059099512,97.2,46.2,6.0,59.0,99512.0
"Census Tract 999.05, Orange County, California",1400000US06059099905,84.5,20.7,6.0,59.0,99905.0
"Census Tract 115.03, San Luis Obispo County, California",1400000US06079011503,97.5,57.7,6.0,79.0,11503.0
"Census Tract 115.04, San Luis Obispo County, California",1400000US06079011504,75.7,25.1,6.0,79.0,11504.0
"Census Tract 117.01, San Luis Obispo County, California",1400000US06079011701,95.7,32.8,6.0,79.0,11701.0
"Census Tract 117.04, San Luis Obispo County, California",1400000US06079011704,95.5,42.1,6.0,79.0,11704.0
"Census Tract 121.02, San Luis Obispo County, California",1400000US06079012102,85.5,21.3,6.0,79.0,12102.0
"Census Tract 123.04, San Luis Obispo County, California",1400000US06079012304,94.5,32.6,6.0,79.0,12304.0
"Census Tract 125.05, San Luis Obispo County, California",1400000US06079012505,95.2,26.3,6.0,79.0,12505.0
"Census Tract 129, San Luis Obispo County, California",1400000US06079012900,89.7,28.2,6.0,79.0,12900.0
"Census Tract 130, San Luis Obispo County, California",1400000US06079013000,88.7,28.0,6.0,79.0,13000.0
"Census Tract 9900, San Luis Obispo County, California",1400000US06079990000,-666666666.0,-666666666.0,6.0,79.0,990000.0
"Census Tract 6004.02, San Mateo County, California",1400000US06081600402,79.7,22.5,6.0,81.0,600402.0
"Census Tract 6019.01, San Mateo County, California",1400000US06081601901,89.4,21.9,6.0,81.0,601901.0
"Census Tract 6004.01, San Mateo County, California",1400000US06081600401,91.9,36.9,6.0,81.0,600401.0
"Census Tract 6019.02, San Mateo County, California",1400000US06081601902,92.7,33.2,6.0,81.0,601902.0
"Census Tract 6038.01, San Mateo County, California",1400000US06081603801,94.5,51.2,6.0,81.0,603801.0
"Census Tract 6038.02, San Mateo County, California",1400000US06081603802,96.8,37.4,6.0,81.0,603802.0
"Census Tract 6092.01, San Mateo County, California",1400000US06081609201,90.6,48.7,6.0,81.0,609201.0
"Census Tract 6092.02, San Mateo County, California",1400000US06081609202,96.2,45.8,6.0,81.0,609202.0
"Census Tract 6139, San Mateo County, California",1400000US06081613900,92.8,68.7,6.0,81.0,613900.0
"Census Tract 6140, San Mateo County, California",1400000US06081614000,91.2,40.4,6.0,81.0,614000.0
"Census Tract 9843, San Mateo County, California",1400000US06081984300,-666666666.0,-666666666.0,6.0,81.0,984300.0
"Census Tract 9901, San Mateo County, California",1400000US06081990100,-666666666.0,-666666666.0,6.0,81.0,990100.0
"Census Tract 3.01, Santa Barbara County, California",1400000US06083000301,75.1,44.1,6.0,83.0,301.0
"Census Tract 3.02, Santa Barbara County, California",1400000US06083000302,91.6,49.4,6.0,83.0,302.0
"Census Tract 8.04, Santa Barbara County, California",1400000US06083000804,67.3,19.4,6.0,83.0,804.0
"Census Tract 12.06, Santa Barbara County, California",1400000US06083001206,67.2,29.9,6.0,83.0,1206.0
"Census Tract 6513.04, Los Angeles County, California",1400000US06037651304,96.8,59.0,6.0,37.0,651304.0
"Census Tract 6514.01, Los Angeles County, California",1400000US06037651401,94.9,41.1,6.0,37.0,651401.0
"Census Tract 6506.04, Los Angeles County, California",1400000US06037650604,94.1,46.8,6.0,37.0,650604.0
"Census Tract 6506.05, Los Angeles County, California",1400000US06037650605,91.8,46.5,6.0,37.0,650605.0
"Census Tract 5009.02, Santa Clara County, California",1400000US06085500902,71.4,34.1,6.0,85.0,500902.0
"Census Tract 5020.01, Santa Clara County, California",1400000US06085502001,80.2,26.2,6.0,85.0,502001.0
"Census Tract 5021.02, Santa Clara County, California",1400000US06085502102,77.9,30.9,6.0,85.0,502102.0
"Census Tract 5022.02, Santa Clara County, California",1400000US06085502202,95.6,49.1,6.0,85.0,502202.0
"Census Tract 5024, Santa Clara County, California",1400000US06085502400,97.9,58.9,6.0,85.0,502400.0
"Census Tract 5025, Santa Clara County, California",1400000US06085502500,94.5,61.2,6.0,85.0,502500.0
"Census Tract 5033.05, Santa Clara County, California",1400000US06085503305,62.8,17.4,6.0,85.0,503305.0
"Census Tract 5033.06, Santa Clara County, California",1400000US06085503306,75.2,14.6,6.0,85.0,503306.0
"Census Tract 5035.04, Santa Clara County, California",1400000US06085503504,57.3,8.7,6.0,85.0,503504.0
"Census Tract 5043.15, Santa Clara County, California",1400000US06085504315,86.6,37.5,6.0,85.0,504315.0
"Census Tract 5043.19, Santa Clara County, California",1400000US06085504319,84.3,42.4,6.0,85.0,504319.0
"Census Tract 2.02, Del Norte County, California",1400000US06015000202,82.9,16.6,6.0,15.0,202.0
"Census Tract 1.02, Del Norte County, California",1400000US06015000102,83.7,14.8,6.0,15.0,102.0
"Census Tract 3, Colusa County, California",1400000US06011000300,59.5,7.7,6.0,11.0,300.0
"Census Tract 1, Colusa County, California",1400000US06011000100,64.9,15.4,6.0,11.0,100.0
"Census Tract 13.02, Ventura County, California",1400000US06111001302,75.4,17.4,6.0,111.0,1302.0
"Census Tract 14.02, Ventura County, California",1400000US06111001402,92.0,32.5,6.0,111.0,1402.0
"Census Tract 15.03, Ventura County, California",1400000US06111001503,84.8,21.3,6.0,111.0,1503.0
"Census Tract 59.07, Ventura County, California",1400000US06111005907,95.3,54.2,6.0,111.0,5907.0
"Census Tract 61, Ventura County, California",1400000US06111006100,78.6,42.0,6.0,111.0,6100.0
"Census Tract 63.02, Ventura County, California",1400000US06111006302,89.7,47.5,6.0,111.0,6302.0
"Census Tract 73, Ventura County, California",1400000US06111007300,96.8,55.4,6.0,111.0,7300.0
"Census Tract 74.02, Ventura County, California",1400000US06111007402,98.1,57.6,6.0,111.0,7402.0
"Census Tract 75.07, Ventura County, California",1400000US06111007507,96.5,56.3,6.0,111.0,7507.0
"Census Tract 83.02, Ventura County, California",1400000US06111008302,89.7,25.8,6.0,111.0,8302.0
"Census Tract 84.02, Ventura County, California",1400000US06111008402,93.4,34.5,6.0,111.0,8402.0
"Census Tract 11.01, Ventura County, California",1400000US06111001101,90.0,20.9,6.0,111.0,1101.0
"Census Tract 14.01, Ventura County, California",1400000US06111001401,90.0,33.4,6.0,111.0,1401.0
"Census Tract 6057, San Mateo County, California",1400000US06081605700,97.5,79.7,6.0,81.0,605700.0
"Census Tract 6063, San Mateo County, California",1400000US06081606300,80.7,42.6,6.0,81.0,606300.0
"Census Tract 6072, San Mateo County, California",1400000US06081607200,93.2,42.0,6.0,81.0,607200.0
"Census Tract 5044.14, Santa Clara County, California",1400000US06085504414,89.3,48.6,6.0,85.0,504414.0
"Census Tract 5044.15, Santa Clara County, California",1400000US06085504415,90.2,52.5,6.0,85.0,504415.0
"Census Tract 5045.04, Santa Clara County, California",1400000US06085504504,84.4,49.3,6.0,85.0,504504.0
"Census Tract 5077.03, Santa Clara County, California",1400000US06085507703,97.0,73.2,6.0,85.0,507703.0
"Census Tract 5065.02, Santa Clara County, California",1400000US06085506502,97.1,54.9,6.0,85.0,506502.0
"Census Tract 5066.05, Santa Clara County, California",1400000US06085506605,87.9,37.1,6.0,85.0,506605.0
"Census Tract 5066.06, Santa Clara County, California",1400000US06085506606,93.1,44.6,6.0,85.0,506606.0
"Census Tract 5078.07, Santa Clara County, California",1400000US06085507807,97.3,78.1,6.0,85.0,507807.0
"Census Tract 5079.04, Santa Clara County, California",1400000US06085507904,97.0,77.5,6.0,85.0,507904.0
"Census Tract 52.04, Fresno County, California",1400000US06019005204,81.3,9.4,6.0,19.0,5204.0
"Census Tract 54.09, Fresno County, California",1400000US06019005409,84.0,25.4,6.0,19.0,5409.0
"Census Tract 54.10, Fresno County, California",1400000US06019005410,92.5,15.4,6.0,19.0,5410.0
"Census Tract 55.16, Fresno County, California",1400000US06019005516,96.5,48.5,6.0,19.0,5516.0
"Census Tract 55.17, Fresno County, California",1400000US06019005517,96.7,49.9,6.0,19.0,5517.0
"Census Tract 55.18, Fresno County, California",1400000US06019005518,97.4,51.1,6.0,19.0,5518.0
"Census Tract 55.20, Fresno County, California",1400000US06019005520,96.3,58.0,6.0,19.0,5520.0
"Census Tract 55.25, Fresno County, California",1400000US06019005525,86.5,27.1,6.0,19.0,5525.0
"Census Tract 56.07, Fresno County, California",1400000US06019005607,89.8,19.3,6.0,19.0,5607.0
"Census Tract 56.08, Fresno County, California",1400000US06019005608,82.6,12.5,6.0,19.0,5608.0
"Census Tract 58.04, Fresno County, California",1400000US06019005804,74.9,17.6,6.0,19.0,5804.0
"Census Tract 58.05, Fresno County, California",1400000US06019005805,91.4,45.6,6.0,19.0,5805.0
"Census Tract 55.22, Fresno County, California",1400000US06019005522,96.1,54.6,6.0,19.0,5522.0
"Census Tract 55.24, Fresno County, California",1400000US06019005524,98.0,57.8,6.0,19.0,5524.0
"Census Tract 59.05, Fresno County, California",1400000US06019005905,89.3,33.0,6.0,19.0,5905.0
"Census Tract 59.06, Fresno County, California",1400000US06019005906,92.9,34.8,6.0,19.0,5906.0
